index,mid,display_name,level_0,level_1,level_2,level_3,level_4,level_5,hierarchy_path,description
510,/m/06xkwv,Mains hum,"Channel, environment and background",Noise,Background noise,Mains hum,,,"Channel, environment and background > Noise > Background noise > Mains hum","A low, continuous tone caused by electromagnetic interference from the alternating current of the mains electricity. The fundamental frequency of this sound is usually 50 Hz or 60 Hz, depending on the local power-line frequency."
511,/m/0g12c5,Distortion,"Channel, environment and background",Noise,Background noise,Distortion,,,"Channel, environment and background > Noise > Background noise > Distortion","A sound that has been modified in a nonlinear fashion, usually in electronic equipment, to introduce sound correlated with the original signal. In many cases, notably with amplified electric musical instruments, distortion is introduced as an effect by increasing the gain and clipping the source signal."
512,/m/08p9q4,Sidetone,"Channel, environment and background",Noise,Background noise,Sidetone,,,"Channel, environment and background > Noise > Background noise > Sidetone",The audible feedback on a telecommunications channel that allows the speaker to know that the channel is operational.
513,/m/07szfh9,Cacophony,"Channel, environment and background",Noise,Cacophony,,,,"Channel, environment and background > Noise > Cacophony","A loud, confusing, disagreeable sound, such as many voices shouting simultaneously."
514,/m/0chx_,White noise,"Channel, environment and background",Noise,White noise,,,,"Channel, environment and background > Noise > White noise","A random, unstructured sound in which the value at any moment provides no information about the value at any other moment. White noise has equal energy in all frequency bands."
515,/m/0cj0r,Pink noise,"Channel, environment and background",Noise,Pink noise,,,,"Channel, environment and background > Noise > Pink noise","Unstructured noise whose energy decreases with frequency such that equal amounts of energy are distributed in logarithmic bands of frequency, typically octaves.  Pink noise sounds more like a rumble where white noise sounds like a hiss."
516,/m/07p_0gm,Throbbing,"Channel, environment and background",Noise,Throbbing,,,,"Channel, environment and background > Noise > Throbbing","A dull, continunous sound with a strong rhythmic modulation."
517,/m/01jwx6,Vibration,"Channel, environment and background",Noise,Vibration,,,,"Channel, environment and background > Noise > Vibration",The general class of sounds caused by a periodic mechanical oscillation.
518,/m/07c52,Television,"Channel, environment and background",Sound reproduction,Television,,,,"Channel, environment and background > Sound reproduction > Television",A sound that appears to have been produced by a television set.
519,/m/06bz3,Radio,"Channel, environment and background",Sound reproduction,Radio,,,,"Channel, environment and background > Sound reproduction > Radio",A sound that appears to have been produced by a radio receiver.
520,/m/07hvw1,Field recording,"Channel, environment and background",Sound reproduction,Recording,Field recording,,,"Channel, environment and background > Sound reproduction > Recording > Field recording","A sound that appears to have been recorded in some specific environment, usually with the intention of capturing and representing that environment."
