Sequence,Order,ordensrelasjon::orden_norsknavn,Family,familierelasjon::familie_norsknavn,Scientific_name,norskAviListv1,English_name_AviList
6863,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Basilinna xantusii,bajakolibri,Xantus's Hummingbird
6864,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Basilinna leucotis,hvitørekolibri,White-eared Hummingbird
6869,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Pampa rufa,rustsabelvinge,Rufous Sabrewing
6870,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Pampa curvipennis,mexicosabelvinge,Wedge-tailed Sabrewing
6875,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Abeillia abeillei,smaragdstrupekolibri,Emerald-chinned Hummingbird
6879,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Klais guimeti,fioletthodekolibri,Violet-headed Hummingbird
6884,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Orthorhyncus cristatus,toppkolibri,Antillean Crested Hummingbird
6890,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Anthocephala floriceps,santamartaflorkrone,Santa Marta Blossomcrown
6891,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Anthocephala berlepschi,tolimaflorkrone,Tolima Blossomcrown
6893,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Stephanoxis lalandi,grønnvipekolibri,Green-crowned Plovercrest
6894,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Stephanoxis loddigesii,fiolvipekolibri,Purple-crowned Plovercrest
6896,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Campylopterus largipennis,gråbrystsabelvinge,Grey-breasted Sabrewing
6900,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Campylopterus calcirupicola,kalksteinssabelvinge,Outcrop Sabrewing
6901,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Campylopterus diamantinensis,espinhacosabelvinge,Diamantina Sabrewing
6902,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Campylopterus hemileucurus,fiolettsabelvinge,Violet Sabrewing
6905,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Campylopterus hyperythrus,tepuisabelvinge,Rufous-breasted Sabrewing
6906,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Campylopterus duidae,yanomamosabelvinge,Buff-breasted Sabrewing
6909,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Campylopterus villaviscensio,naposabelvinge,Napo Sabrewing
6910,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Campylopterus falcatus,brunstjertsabelvinge,Lazuline Sabrewing
6911,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Campylopterus phainopeplus,santamartasabelvinge,Santa Marta Sabrewing
6912,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Campylopterus ensipennis,hvitstjertsabelvinge,White-tailed Sabrewing
6914,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chalybura urochrysia,rødfotdungump,Bronze-tailed Plumeleteer
6918,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chalybura buffonii,svartfotdungump,White-vented Plumeleteer
6925,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Thalurania glaucopis,fiolettkronedryade,Violet-capped Woodnymph
6926,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Thalurania watertonii,svaledryade,Long-tailed Woodnymph
6927,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Thalurania colombica,glansdryade,Crowned Woodnymph
6936,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Thalurania furcata,gaffeldryade,Fork-tailed Woodnymph
6951,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Microchera albocoronata,snøkronekolibri,Snowcap
6954,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Microchera cupreiceps,kobberkronekolibri,Coppery-headed Emerald
6955,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Microchera chionura,krittstjertkolibri,White-tailed Emerald
6957,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Goldmania violiceps,fiolettkronekolibri,Violet-capped Hummingbird
6958,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Goldmania bella,pirrekolibri,Pirre Hummingbird
6960,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eupherusa ridgwayi,mexicodryade,Mexican Woodnymph
6961,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eupherusa poliocerca,hvitstjertkolibri,White-tailed Hummingbird
6962,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eupherusa cyanophrys,blåkronekolibri,Oaxaca Hummingbird
6963,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eupherusa eximia,stripestjertkolibri,Stripe-tailed Hummingbird
6967,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eupherusa nigriventris,svartbrystkolibri,Black-bellied Hummingbird
6969,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Leucippus fallax,ferskenkolibri,Buffy Hummingbird
6971,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Phaeochroa cuvierii,skjellbrystkolibri,Scaly-breasted Hummingbird
6979,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Thaumasius taczanowskii,flekkstrupekolibri,Spot-throated Hummingbird
6980,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Thaumasius baeri,tumbeskolibri,Tumbes Hummingbird
6982,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Taphrospilus hypostictus,ertekolibri,Many-spotted Hummingbird
6984,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eupetomena cirrochloris,gråsabelvinge,Sombre Hummingbird
6985,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eupetomena macroura,svalekolibri,Swallow-tailed Hummingbird
6992,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Talaphorus chlorocercus,olivenkolibri,Olive-spotted Hummingbird
6994,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Trochilus polytmus,rødnebbstrimmelstjert,Red-billed Streamertail
6995,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Trochilus scitulus,svartnebbstrimmelstjert,Black-billed Streamertail
6997,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Ramosomyia violiceps,fioletthettekolibri,Violet-crowned Hummingbird
7000,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Ramosomyia viridifrons,zapotekkolibri,Green-fronted Hummingbird
7005,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Saucerottia cyanocephala,asurkronekolibri,Azure-crowned Hummingbird
7008,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Saucerottia hoffmanni,blågumpkolibri,Blue-vented Hummingbird
7009,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Saucerottia beryllina,beryllkolibri,Berylline Hummingbird
7015,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Saucerottia cyanura,blåstjertkolibri,Blue-tailed Hummingbird
7019,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Saucerottia edward,snøbukkolibri,Snowy-bellied Hummingbird
7024,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Saucerottia saucerottei,stålbukkolibri,Steely-vented Hummingbird
7028,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Saucerottia cyanifrons,indigokronekolibri,Indigo-capped Hummingbird
7029,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Saucerottia castaneiventris,kastanjebukkolibri,Chestnut-bellied Hummingbird
7030,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Saucerottia viridigaster,grønnbukkolibri,Green-bellied Hummingbird
7033,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Saucerottia cupreicauda,kobberstjertkolibri,Copper-tailed Hummingbird
7038,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Saucerottia tobaci,kobbergumpkolibri,Copper-rumped Hummingbird
7047,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Amazilia rutila,kanelkolibri,Cinnamon Hummingbird
7052,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Amazilia yucatanensis,yucatánkolibri,Buff-bellied Hummingbird
7056,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Amazilia tzacatl,ruststjertkolibri,Rufous-tailed Hummingbird
7062,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Amazilia luciae,honduraskolibri,Honduran Emerald
7064,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Amazilis amazilia,amaziliakolibri,Amazilia Hummingbird
7072,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Uranomitra franciae,andeskolibri,Andean Emerald
7077,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chrysuronia versicolor,tupikolibri,Versicolored Emerald
7084,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chrysuronia goudoti,grønnglanskolibri,Shining-green Hummingbird
7089,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chrysuronia oenone,gyllenstjertkolibri,Golden-tailed Sapphire
7092,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chrysuronia boucardi,mangrovekolibri,Mangrove Hummingbird
7093,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chrysuronia coeruleogularis,safirstrupekolibri,Sapphire-throated Hummingbird
7097,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chrysuronia lilliae,safirbukkolibri,Sapphire-bellied Hummingbird
7098,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chrysuronia humboldtii,safirpannekolibri,Humboldt's Sapphire
7099,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chrysuronia grayi,blåhettekolibri,Blue-headed Sapphire
7100,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chrysuronia brevirostris,svartnebbkolibri,White-chested Emerald
7104,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chrysuronia leucogaster,lysbukkolibri,Plain-bellied Emerald
7108,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Leucochloris albicollis,hvitstrupekolibri,White-throated Hummingbird
7110,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chionomesa lactea,fiolstrupekolibri,Sapphire-spangled Emerald
7114,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chionomesa fimbriata,glitterstrupekolibri,Glittering-throated Emerald
7123,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Hylocharis sapphirina,rødhakekolibri,Rufous-throated Sapphire
7124,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Hylocharis chrysura,gyllenkolibri,Gilded Sapphire
7126,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Elliotomyia viridicauda,cuzcokolibri,Green-and-white Hummingbird
7127,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Elliotomyia chionogaster,hvitbrystkolibri,White-bellied Hummingbird
7131,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Polyerata rosenbergi,purpurbrystkolibri,Purple-chested Hummingbird
7132,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Polyerata amabilis,blåbrystkolibri,Blue-chested Hummingbird
7133,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Polyerata decora,yndekolibri,Charming Hummingbird
7135,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorestes candida,mayakolibri,White-bellied Emerald
7139,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorestes eliciae,gullstjertkolibri,Blue-throated Sapphire
7142,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorestes cyanus,hvithakekolibri,White-chinned Sapphire
7148,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorestes julie,fiolettbukkolibri,Violet-bellied Hummingbird
7152,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorestes notata,blåstrupesmaragd,Blue-chinned Sapphire
7159,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Phodilus assimilis,singaleserslørugle,Sri Lanka Bay Owl
7162,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Phodilus badius,hornslørugle,Oriental Bay Owl
7168,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto tenebricosa,sotslørugle,Sooty Owl
7172,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto novaehollandiae,storslørugle,Australasian Masked Owl
7183,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto aurantia,gullslørugle,Golden Masked Owl
7184,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto nigrobrunnea,taliabuslørugle,Taliabu Masked Owl
7185,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto inexspectata,minahasaslørugle,Minahasa Masked Owl
7186,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto rosenbergii,sulawesislørugle,Sulawesi Masked Owl
7189,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto prigoginei,kivuslørugle,Itombwe Owl
7190,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto longimembris,engslørugle,Eastern Grass Owl
7196,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto capensis,gresslørugle,African Grass Owl
7197,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto alba,tårnugle,Western Barn Owl
7208,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto javanica,rotteslørugle,Eastern Barn Owl
7216,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto furcata,amerikatårnugle,American Barn Owl
7227,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto deroepstorffi,aprikosslørugle,Andaman Masked Owl
7228,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto glaucops,hispaniolaslørugle,Ashy-faced Owl
7232,Strigiformes,Ugler,Tytonidae,Tårnuglefamilien,Tyto soumagnei,okerslørugle,Red Owl
7235,Strigiformes,Ugler,Strigidae,Uglefamilien,Uroglaux dimorpha,papuaugle,Papuan Hawk-Owl
7237,Strigiformes,Ugler,Strigidae,Uglefamilien,Margarobyas lawrencii,gulbeinugle,Bare-legged Owl
7239,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox rufa,sahulugle,Rufous Owl
7244,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox strenua,våkugle,Powerful Owl
7245,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox connivens,bjeffeugle,Barking Owl
7251,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox rudolfi,storsumbaugle,Great Sumba Boobook
7252,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox affinis,klageugle,Andaman Boobook
7253,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox boobook,boobookugle,Australian Boobook
7261,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox rotiensis,grynteugle,Rote Boobook
7262,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox fusca,timorugle,Timor Boobook
7263,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox plesseni,alorugle,Alor Boobook
7264,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox leucopsis,tasmanugle,Tasmanian Boobook
7265,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox novaeseelandiae,nattsvermerugle,Morepork
7269,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox albifacies,latterugle,Laughing Owl
7272,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox sumbaensis,småsumbaugle,Little Sumba Boobook
7273,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox scutulata,hjerteugle,Brown Boobook
7283,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox obscura,mørkugle,Hume's Boobook
7284,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox japonica,falkugle,Northern Boobook
7288,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox randi,sjokoladeugle,Chocolate Boobook
7289,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox philippensis,filippinereugle,Luzon Boobook
7293,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox spilocephala,flekkstrupeugle,Mindanao Boobook
7294,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox mindorensis,rustbukugle,Mindoro Boobook
7295,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox spilonotus,tablasugle,Romblon Boobook
7298,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox rumseyi,cebuugle,Cebu Boobook
7299,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox leventisi,vatreugle,Camiguin Boobook
7300,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox reyi,spragleugle,Sulu Boobook
7301,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox ochracea,okerbukugle,Ochre-bellied Boobook
7302,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox burhani,togianugle,Togian Boobook
7303,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox ios,tostøtugle,Cinnabar Boobook
7304,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox hypogramma,halmaheraugle,Halmahera Boobook
7305,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox forbesi,tanimbarugle,Tanimbar Boobook
7306,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox squamipila,seramugle,Seram Boobook
7307,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox hantu,hantuugle,Buru Boobook
7308,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox natalis,christmasugle,Christmas Boobook
7309,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox theomacha,hekseugle,Papuan Boobook
7313,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox meeki,manusugle,Manus Boobook
7314,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox punctulata,maseugle,Speckled Boobook
7315,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox variegata,bismarckugle,New Ireland Boobook
7318,Strigiformes,Ugler,Strigidae,Uglefamilien,Ninox odiosa,dryadeugle,New Britain Boobook
7320,Strigiformes,Ugler,Strigidae,Uglefamilien,Taenioptynx brodiei,janusugle,Collared Owlet
7323,Strigiformes,Ugler,Strigidae,Uglefamilien,Taenioptynx sylvaticus,sundaugle,Sunda Owlet
7327,Strigiformes,Ugler,Strigidae,Uglefamilien,Xenoglaux loweryi,kinnskjeggugle,Long-whiskered Owlet
7329,Strigiformes,Ugler,Strigidae,Uglefamilien,Micrathene whitneyi,alveugle,Elf Owl
7335,Strigiformes,Ugler,Strigidae,Uglefamilien,Aegolius funereus,perleugle,Boreal Owl
7343,Strigiformes,Ugler,Strigidae,Uglefamilien,Aegolius acadicus,slipeugle,Northern Saw-whet Owl
7346,Strigiformes,Ugler,Strigidae,Uglefamilien,Aegolius gradyi,bermudaugle,Bermuda Saw-whet Owl
7347,Strigiformes,Ugler,Strigidae,Uglefamilien,Aegolius ridgwayi,kanelugle,Unspotted Saw-whet Owl
7348,Strigiformes,Ugler,Strigidae,Uglefamilien,Aegolius harrisii,svartbrynugle,Buff-fronted Owl
7353,Strigiformes,Ugler,Strigidae,Uglefamilien,Athene blewitti,karmaugle,Forest Owlet
7354,Strigiformes,Ugler,Strigidae,Uglefamilien,Athene superciliaris,hvitbrynugle,White-browed Owl
7355,Strigiformes,Ugler,Strigidae,Uglefamilien,Athene cunicularia,graveugle,Burrowing Owl
7374,Strigiformes,Ugler,Strigidae,Uglefamilien,Athene noctua,kirkeugle,Little Owl
7388,Strigiformes,Ugler,Strigidae,Uglefamilien,Athene brama,tempelugle,Spotted Owlet
7394,Strigiformes,Ugler,Strigidae,Uglefamilien,Athene jacquinoti,salomonugle,West Solomons Owl
7399,Strigiformes,Ugler,Strigidae,Uglefamilien,Athene granti,guadalcanalugle,Guadalcanal Owl
7400,Strigiformes,Ugler,Strigidae,Uglefamilien,Athene malaitae,malaitaugle,Malaita Owl
7401,Strigiformes,Ugler,Strigidae,Uglefamilien,Athene roseoaxillaris,makiraugle,Makira Owl
7403,Strigiformes,Ugler,Strigidae,Uglefamilien,Surnia ulula,haukugle,Northern Hawk-Owl
7408,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium passerinum,spurveugle,Eurasian Pygmy Owl
7411,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium perlatum,savanneugle,Pearl-spotted Owlet
7414,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium gnoma,gnomugle,Northern Pygmy Owl
7422,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium costaricanum,costaricaugle,Costa Rican Pygmy Owl
7423,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium nubicola,neblinaugle,Cloud-forest Pygmy Owl
7424,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium jardinii,oreadeugle,Andean Pygmy Owl
7425,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium bolivianum,yungasugle,Yungas Pygmy Owl
7426,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium parkeri,vetteugle,Subtropical Pygmy Owl
7427,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium griseiceps,askehodeugle,Central American Pygmy Owl
7428,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium sanchezi,tamaulipasugle,Tamaulipas Pygmy Owl
7429,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium palmarum,colimaugle,Colima Pygmy Owl
7430,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium hardyi,jungelugle,Amazonian Pygmy Owl
7431,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium mooreorum,pernambucougle,Pernambuco Pygmy Owl
7432,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium minutissimum,knøttugle,East Brazilian Pygmy Owl
7433,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium brasilianum,øgleugle,Ferruginous Pygmy Owl
7447,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium nana,mapucheugle,Austral Pygmy Owl
7448,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium peruanum,peruugle,Pacific Pygmy Owl
7449,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium siju,kubaugle,Cuban Pygmy Owl
7453,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium tephronotum,gråhodeugle,Red-chested Owlet
7457,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium sjostedti,skarabidugle,Sjöstedt's Barred Owlet
7458,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium cuculoides,orientgjøkugle,Asian Barred Owlet
7467,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium castanopterum,javagjøkugle,Javan Owlet
7468,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium radiatum,indiaugle,Jungle Owlet
7471,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium castanotum,singaleserugle,Chestnut-backed Owlet
7472,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium capense,dvergugle,African Barred Owlet
7478,Strigiformes,Ugler,Strigidae,Uglefamilien,Glaucidium albertinum,tutsiugle,Albertine Owlet
7480,Strigiformes,Ugler,Strigidae,Uglefamilien,Otus sagittatus,hvitpanneugle,White-fronted Scops Owl
7481,Strigiformes,Ugler,Strigidae,Uglefamilien,Otus balli,andamanugle,Andaman Scops Owl
7482,Strigiformes,Ugler,Strigidae,Uglefamilien,Otus rufescens,rustugle,Reddish Scops Owl
7485,Strigiformes,Ugler,Strigidae,Uglefamilien,Otus thilohoffmanni,serendibugle,Serendib Scops Owl
7486,Strigiformes,Ugler,Strigidae,Uglefamilien,Otus icterorhynchus,epifyttugle,Sandy Scops Owl
7489,Strigiformes,Ugler,Strigidae,Uglefamilien,Otus ireneae,sokokeugle,Sokoke Scops Owl
