Sequence,Order,ordensrelasjon::orden_norsknavn,Family,familierelasjon::familie_norsknavn,Scientific_name,norskAviListv1,English_name_AviList
6352,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Anthracothorax nigricollis,svartbrystmango,Black-throated Mango
6355,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Anthracothorax viridigula,grønnstrupemango,Green-throated Mango
6356,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Anthracothorax prevostii,kullstrupemango,Green-breasted Mango
6361,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Anthracothorax veraguensis,blåstrupemango,Veraguan Mango
6362,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Anthracothorax dominicus,hispaniolamango,Hispaniolan Mango
6363,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Anthracothorax aurulentus,gyllenmango,Puerto Rican Mango
6364,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Anthracothorax viridis,smaragdmango,Green Mango
6366,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Haplophaedia aureliae,kobberhodedunfot,Greenish Puffleg
6373,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Haplophaedia assimilis,quechuadunfot,Buff-thighed Puffleg
6376,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Haplophaedia lugens,sørgedunfot,Hoary Puffleg
6378,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Loddigesia mirabilis,paradiskolibri,Marvelous Spatuletail
6380,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eriocnemis nigrivestis,svartbrystdunfot,Black-breasted Puffleg
6381,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eriocnemis isabellae,juveldunfot,Gorgeted Puffleg
6382,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eriocnemis vestita,purpurstrupedunfot,Glowing Puffleg
6387,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eriocnemis derbyi,svartbuksedunfot,Black-thighed Puffleg
6388,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eriocnemis godini,turkisstrupedunfot,Turquoise-throated Puffleg
6389,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eriocnemis cupreoventris,kobberbukdunfot,Coppery-bellied Puffleg
6390,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eriocnemis luciani,langstjertdunfot,Sapphire-vented Puffleg
6396,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eriocnemis mosquera,gullbrystdunfot,Golden-breasted Puffleg
6397,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eriocnemis glaucopoides,blåpannedunfot,Blue-capped Puffleg
6398,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eriocnemis mirabilis,regnbuedunfot,Colorful Puffleg
6399,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eriocnemis aline,hvitbrystdunfot,Emerald-bellied Puffleg
6403,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lafresnaya lafresnayi,fløyelsbrystkolibri,Mountain Velvetbreast
6412,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Aglaeactis cupripennis,kobbersolkolibri,Shining Sunbeam
6415,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Aglaeactis castelnaudii,paljettsolkolibri,White-tufted Sunbeam
6418,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Aglaeactis aliciae,spraglesolkolibri,Purple-backed Sunbeam
6419,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Aglaeactis pamela,svartsolkolibri,Black-hooded Sunbeam
6421,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena coeligena,bronseinka,Bronzy Inca
6428,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena wilsoni,bruninka,Brown Inca
6429,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena prunellei,svartinka,Black Inca
6430,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena torquata,hvitbrystinka,Collared Inca
6436,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena conradii,grønninka,Green Inca
6437,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena inca,rustbrystinka,Gould's Inca
6440,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena violifer,fiolettstrupeinka,Violet-throated Starfrontlet
6445,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena iris,regnbueinka,Rainbow Starfrontlet
6452,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena phalerata,hvitstjertinka,White-tailed Starfrontlet
6453,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena orina,oreadeinka,Dusky Starfrontlet
6454,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena lutetiae,opalvingeinka,Buff-winged Starfrontlet
6457,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena consita,perijainka,Perija Starfrontlet
6458,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena bonapartei,gyllenbukinka,Golden-bellied Starfrontlet
6459,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena eos,gullinka,Golden-tailed Starfrontlet
6460,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Coeligena helianthea,rosenbukinka,Blue-throated Starfrontlet
6464,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Ensifera ensifera,sverdkolibri,Sword-billed Hummingbird
6466,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Pterophanes cyanopterus,safirvingekolibri,Great Sapphirewing
6471,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Boissonneaua flavescens,okerstjertkolibri,Buff-tailed Coronet
6474,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Boissonneaua matthewsii,kastanjebrystkolibri,Chestnut-breasted Coronet
6475,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Boissonneaua jardini,perlemorkolibri,Velvet-purple Coronet
6477,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Urosticte benjamini,purpursmekkekolibri,Purple-bibbed Whitetip
6478,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Urosticte ruficrissa,rustgumpkolibri,Rufous-vented Whitetip
6480,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Ocreatus underwoodii,vimpelkolibri,White-booted Racket-tail
6486,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Ocreatus peruanus,peruvimpelstjert,Peruvian Racket-tail
6487,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Ocreatus addae,inkavimpelstjert,Rufous-booted Racket-tail
6491,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Urochroa bougueri,rustskjeggbergstjerne,Rufous-gaped Hillstar
6492,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Urochroa leucura,hvitstjertbergstjerne,Green-backed Hillstar
6494,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Hylonympha macrocerca,saksekolibri,Scissor-tailed Hummingbird
6496,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Sternoclyta cyanopectus,skjoldkolibri,Violet-chested Hummingbird
6498,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliodoxa xanthogonys,fløyelsbriljant,Velvet-browed Brilliant
6501,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliodoxa gularis,rosenstrupebriljant,Pink-throated Brilliant
6502,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliodoxa branickii,perubriljant,Rufous-webbed Brilliant
6503,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliodoxa schreibersii,svartstrupebriljant,Black-throated Brilliant
6506,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliodoxa aurescens,rødbrystbriljant,Gould's Jewelfront
6507,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliodoxa rubinoides,brunbrystbriljant,Fawn-breasted Brilliant
6511,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliodoxa jacula,blåsmykkebriljant,Green-crowned Brilliant
6515,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliodoxa imperatrix,gaffelbriljant,Empress Brilliant
6516,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliodoxa leadbeateri,blåpannebriljant,Violet-fronted Brilliant
6521,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliodoxa rubricauda,rubinkolibri,Brazilian Ruby
6523,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Sephanoides sephaniodes,ildkronekolibri,Green-backed Firecrown
6524,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Sephanoides fernandensis,gullkolibri,Juan Fernandez Firecrown
6528,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Discosura popelairii,topptrådstjert,Wire-crested Thorntail
6529,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Discosura langsdorffi,ringtrådstjert,Black-bellied Thorntail
6532,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Discosura letitiae,bronsetrådstjert,Letitia's Thorntail
6533,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Discosura conversii,grønntrådstjert,Green Thorntail
6534,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Discosura longicaudus,hjertetrådstjert,Racket-tipped Thorntail
6536,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lophornis ornatus,ornatkokette,Tufted Coquette
6537,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lophornis gouldii,arguskokette,Dot-eared Coquette
6538,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lophornis magnificus,viftekokette,Frilled Coquette
6539,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lophornis brachylophus,øredobbkokette,Short-crested Coquette
6540,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lophornis delattrei,siratkokette,Rufous-crested Coquette
6543,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lophornis stictolophus,paljettkokette,Spangled Coquette
6544,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lophornis verreauxii,sommerfuglkokette,Butterfly Coquette
6547,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lophornis chalybeus,strålekokette,Festive Coquette
6548,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lophornis pavoninus,påfuglkokette,Peacock Coquette
6551,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lophornis helenae,svarttoppkokette,Black-crested Coquette
6552,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lophornis adorabilis,hvittoppkokette,White-crested Coquette
6554,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Phlogophilus hemileucurus,ecuadorkolibri,Ecuadorian Piedtail
6555,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Phlogophilus harterti,perukolibri,Peruvian Piedtail
6557,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliangelus mavors,gyllensolengel,Orange-throated Sunangel
6558,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliangelus clarisse,santandersolengel,Longuemare's Sunangel
6562,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliangelus spencei,meridasolengel,Merida Sunangel
6563,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliangelus amethysticollis,amestystsolengel,Amethyst-throated Sunangel
6568,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliangelus strophianus,blåstjertsolengel,Gorgeted Sunangel
6569,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliangelus exortis,turmalinsolengel,Tourmaline Sunangel
6570,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliangelus micraster,gullstrupesolengel,Flame-throated Sunangel
6573,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliangelus viola,purpurstrupesolengel,Purple-throated Sunangel
6574,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliangelus regalis,kongesolengel,Royal Sunangel
6578,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Adelomyia melanogenys,flekkolibri,Speckled Hummingbird
6589,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Taphrolesbia griseiventris,gråbukkolibri,Grey-bellied Comet
6591,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Aglaiocercus kingii,andessylfe,Long-tailed Sylph
6598,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Aglaiocercus coelestis,celestsylfe,Violet-tailed Sylph
6601,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Aglaiocercus berlepschi,bredstjertsylfe,Venezuelan Sylph
6603,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Sappho sparganurus,kometkolibri,Red-tailed Comet
6607,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Ramphomicron dorsale,svartryggkolibri,Black-backed Thornbill
6608,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Ramphomicron microrhynchum,purpurryggkolibri,Purple-backed Thornbill
6614,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lesbia victoriae,svartslepkolibri,Black-tailed Trainbearer
6618,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lesbia nuna,grønnslepkolibri,Green-tailed Trainbearer
6626,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Oreotrochilus chimborazo,vulkanoreade,Ecuadorian Hillstar
6630,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Oreotrochilus cyanolaemus,blåstrupeoreade,Blue-throated Hillstar
6631,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Oreotrochilus stolzmanni,grønnhodeoreade,Green-headed Hillstar
6632,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Oreotrochilus melanogaster,svartbrystoreade,Black-breasted Hillstar
6633,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Oreotrochilus estella,andesoreade,Andean Hillstar
6636,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Oreotrochilus leucopleurus,punaoreade,White-sided Hillstar
6637,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Oreotrochilus adela,brunoreade,Wedge-tailed Hillstar
6639,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Polyonymus caroli,bronsestjertkolibri,Bronze-tailed Comet
6641,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Opisthoprora euryptera,vatrekolibri,Mountain Avocetbill
6643,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Metallura iracunda,perijametallstjert,Perija Metaltail
6644,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Metallura tyrianthina,andesmetallstjert,Tyrian Metaltail
6652,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Metallura williami,grønnmetallstjert,Viridian Metaltail
6657,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Metallura baroni,purpurstrupemetallstjert,Violet-throated Metaltail
6658,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Metallura odomae,rødstrupemetallstjert,Neblina Metaltail
6659,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Metallura theresiae,lavametallstjert,Coppery Metaltail
6662,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Metallura eupogon,glostrupemetallstjert,Fiery-throated Metaltail
6663,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Metallura aeneocauda,skjellmetallstjert,Scaled Metaltail
6666,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Metallura phoebe,bekmetallstjert,Black Metaltail
6668,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Oreonympha nobilis,stolakolibri,Bearded Mountaineer
6672,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Oxypogon cyanolaemus,blåskjegghjelmkolibri,Blue-bearded Helmetcrest
6673,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Oxypogon lindenii,hvitskjegghjelmkolibri,White-bearded Helmetcrest
6674,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Oxypogon guerinii,grønnskjegghjelmkolibri,Green-bearded Helmetcrest
6675,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Oxypogon stuebelii,okerhjelmkolibri,Buffy Helmetcrest
6677,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chalcostigma ruficeps,brunkronenålkolibri,Rufous-capped Thornbill
6678,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chalcostigma olivaceum,olivennålkolibri,Olivaceous Thornbill
6681,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chalcostigma stanleyi,koboltnålkolibri,Blue-mantled Thornbill
6685,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chalcostigma heteropogon,bronsenålkolibri,Bronze-tailed Thornbill
6686,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chalcostigma herrani,regnbuenålkolibri,Rainbow-bearded Thornbill
6690,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Patagona gigas,kjempekolibri,Giant Hummingbird
6694,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lampornis viridipallens,flekkstrupejuvel,Green-throated Mountaingem
6699,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lampornis sybillae,flekkbrystjuvel,Green-breasted Mountaingem
6700,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lampornis amethystinus,amestyststrupejuvel,Amethyst-throated Mountaingem
6706,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lampornis clemenciae,blåstrupejuvel,Blue-throated Mountaingem
6710,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lampornis hemileucus,hvitbukjuvel,White-bellied Mountaingem
6711,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lampornis calolaemus,purpurstrupejuvel,Purple-throated Mountaingem
6715,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lampornis castaneoventris,hvitstrupejuvel,White-throated Mountaingem
6719,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Lamprolaima rhami,granatkolibri,Garnet-throated Hummingbird
6721,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eugenes fulgens,purpurissekolibri,Rivoli's Hummingbird
6722,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eugenes spectabilis,talamancakolibri,Talamanca Hummingbird
6724,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Panterpe insignis,ildstrupekolibri,Fiery-throated Hummingbird
6728,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliomaster longirostris,langnebbstjernestrupe,Long-billed Starthroat
6732,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliomaster constantii,bronsestjernestrupe,Plain-capped Starthroat
6736,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliomaster squamosus,båndstjernestrupe,Stripe-breasted Starthroat
6737,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Heliomaster furcifer,blåstjernestrupe,Blue-tufted Starthroat
6739,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Tilmatura dupontii,signalstjertkolibri,Sparkling-tailed Woodstar
6741,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Calliphlox amethystina,ametystkolibri,Amethyst Woodstar
6743,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Thaumastura cora,pinsettkolibri,Peruvian Sheartail
6745,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Myrmia micrura,stumpstjertkolibri,Short-tailed Woodstar
6747,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Myrtis fanny,turkiskinnkolibri,Purple-collared Woodstar
6751,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Rhodopis vesper,vesperkolibri,Oasis Hummingbird
6756,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Eulidia yarrellii,aricakolibri,Chilean Woodstar
6758,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Philodice mitchellii,purpurkolibri,Purple-throated Woodstar
6759,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Philodice bryantae,magentakolibri,Magenta-throated Woodstar
6761,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Microstilbon burmeisteri,smalstjertkolibri,Slender-tailed Woodstar
6763,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chaetocercus mulsant,hvitbukkolibri,White-bellied Woodstar
6764,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chaetocercus bombus,pygmékolibri,Little Woodstar
6765,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chaetocercus heliodor,knøttkolibri,Gorgeted Woodstar
6768,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chaetocercus astreans,santamartakolibri,Santa Marta Woodstar
6769,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chaetocercus berlepschi,esmeraldaskolibri,Esmeraldas Woodstar
6770,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chaetocercus jourdanii,rustskaftkolibri,Rufous-shafted Woodstar
6775,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Calothorax lucifer,luciferkolibri,Lucifer Sheartail
6776,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Calothorax pulcher,fagerkolibri,Beautiful Sheartail
6778,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Doricha enicura,guatemalaklypestjert,Slender Sheartail
6779,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Doricha eliza,yucatánklypestjert,Mexican Sheartail
6781,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Archilochus colubris,rubinstrupekolibri,Ruby-throated Hummingbird
6782,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Archilochus alexandri,svartstrupekolibri,Black-chinned Hummingbird
6784,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Nesophlox evelynae,bahamaskolibri,Bahama Woodstar
6785,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Nesophlox lyrura,inaguakolibri,Inagua Woodstar
6787,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Mellisuga helenae,bikolibri,Bee Hummingbird
6788,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Mellisuga minima,dvergkolibri,Vervain Hummingbird
6792,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Calypte anna,rødmaskekolibri,Anna's Hummingbird
6793,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Calypte costae,ørkenkolibri,Costa's Hummingbird
6795,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Selasphorus calliope,kalliopekolibri,Calliope Hummingbird
6796,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Selasphorus rufus,rødkolibri,Rufous Hummingbird
6797,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Selasphorus sasin,chaparralkolibri,Allen's Hummingbird
6800,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Selasphorus platycercus,bredstjertkolibri,Broad-tailed Hummingbird
6801,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Selasphorus heloisa,humlekolibri,Bumblebee Hummingbird
6804,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Selasphorus ellioti,vinstrupekolibri,Wine-throated Hummingbird
6807,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Selasphorus flammula,vulkankolibri,Volcano Hummingbird
6811,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Selasphorus scintilla,gnistkolibri,Scintillant Hummingbird
6812,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Selasphorus ardens,glokolibri,Glow-throated Hummingbird
6814,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Phaeoptila sordida,dunkelkolibri,Dusky Hummingbird
6816,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Riccordia ricordii,kubasmaragd,Cuban Emerald
6817,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Riccordia bracei,bahamassmaragd,Brace's Emerald
6818,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Riccordia swainsonii,svartbrystsmaragd,Hispaniolan Emerald
6819,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Riccordia maugaeus,puertoricosmaragd,Puerto Rican Emerald
6820,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Riccordia bicolor,blåhodekolibri,Blue-headed Hummingbird
6822,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Cynanthus latirostris,brednebbkolibri,Broad-billed Hummingbird
6826,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Cynanthus lawrencei,smaragdkolibri,Tres Marias Hummingbird
6827,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Cynanthus doubledayi,turkiskronekolibri,Turquoise-crowned Hummingbird
6828,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Cynanthus auriceps,gullkronesmaragd,Golden-crowned Emerald
6829,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Cynanthus forficatus,cozumelsmaragd,Cozumel Emerald
6830,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Cynanthus canivetii,mayasmaragd,Canivet's Emerald
6835,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorostilbon mellisugus,blåstjertsmaragd,Blue-tailed Emerald
6843,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorostilbon olivaresi,chiribiquetesmaragd,Chiribiquete Emerald
6844,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorostilbon gibsoni,rødnebbsmaragd,Red-billed Emerald
6848,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorostilbon lucidus,glansbuksmaragd,Glittering-bellied Emerald
6852,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorostilbon poortmani,kortstjertsmaragd,Short-tailed Emerald
6855,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorostilbon stenurus,smalstjertsmaragd,Narrow-tailed Emerald
6858,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorostilbon alice,grønnstjertsmaragd,Green-tailed Emerald
6859,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorostilbon russatus,kobbersmaragd,Coppery Emerald
6860,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorostilbon assimilis,hagesmaragd,Garden Emerald
6861,Apodiformes,Seilerfugler,Trochilidae,Kolibrifamilien,Chlorostilbon melanorhynchus,svartnebbsmaragd,Western Emerald
